 Shallow Bytes │ Shallow % │ Item
───────────────┼───────────┼─────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
            60 ┊     0.06% ┊ <alloc::alloc::Global as core::alloc::AllocRef>::alloc::h26d410152fbc817d
            59 ┊     0.06% ┊ __rg_realloc
            57 ┊     0.06% ┊ <alloc::boxed::Box<T> as elrond_codec::top_ser::TopEncode>::top_encode::h9b13867bffba10f6
            56 ┊     0.06% ┊ elrond_codec::nested_ser_output::NestedEncodeOutput::push_byte::h2394a10f857e180e
            56 ┊     0.06% ┊ memcpy
            54 ┊     0.06% ┊ <elrond_wasm_node::ext::ArwenApiImpl as elrond_wasm::ContractIOApi<elrond_wasm_node::big_int::ArwenBigInt,elrond_wasm_node::big_uint::ArwenBigUint>>::check_not_payable::hb07cf45b3efb7f94
            54 ┊     0.06% ┊ custom section '.debug_pubtypes'
            50 ┊     0.05% ┊ elrond_wasm::io::macro_helpers::load_single_arg::h41ab2ec58b75156a
            50 ┊     0.05% ┊ elrond_wasm::io::macro_helpers::load_single_arg::h253507fdf1a5b273
            50 ┊     0.05% ┊ store_usize
            49 ┊     0.05% ┊ <basic_features::simple_enum::SimpleEnum as elrond_codec::top_ser::TopEncode>::top_encode::h6313e92ec3b2938c
            48 ┊     0.05% ┊ store_bool
            48 ┊     0.05% ┊ elrond_wasm_node::big_uint::big_uint_safe_sub::hef9ed1df437becea
            46 ┊     0.05% ┊ <alloc::raw_vec::RawVec<T,A> as core::ops::drop::Drop>::drop::h7d66c91db4077ee9
            46 ┊     0.05% ┊ memset
            44 ┊     0.05% ┊ <elrond_wasm::io::dyn_arg_input_endpoint::EndpointDynArgLoader<A,BigInt,BigUint> as elrond_wasm::io::dyn_arg_input::DynArgInput<elrond_wasm::io::arg_de_input::ArgDecodeInput<A,BigInt,BigUint>>>::next_arg_input::h68bea2fea506da03
            44 ┊     0.05% ┊ <alloc::raw_vec::RawVec<T,A> as core::ops::drop::Drop>::drop::h8a1a392bf66f54f6
